576 6 163 ; 38 99 45 ; 257 574 119 ; 730 356 79 ; 900 920 162 ; 
98 378 445 ; 197 190 173 ; 853 447 35 ; 691 576 75 ; 396 442 216 ; 
57 201 219 ; 473 539 391 ; 880 615 242 ; 250 75 72 ; 664 239 117 ; 
19 420 105 ; 209 846 147 ; 656 917 304 ; 208 772 165 ; 650 996 177 ; 
852 475 57 ; 367 186 142 ; 982 557 79 ; 34 581 171 ; 273 154 98 ; 
693 771 138 ; 515 463 477 ; 408 351 39 ; 156 69 379 ; 128 478 216 ; 
604 259 442 ; 790 97 266 ; 323 408 33 ; 904 576 0 ; 34 994 466 ; 
806 28 43 ; 245 106 380 ; 596 393 152 ; 665 312 96 ; 119 440 437 ; 
378 195 389 ; 475 801 377 ; 884 751 292 ; 436 659 23 ; 406 601 200 ; 
434 816 234 ; 540 700 436 ; 933 76 101 ; 222 885 238 ; 662 826 11 ; 
857 895 451 ; 635 545 261 ; 362 985 289 ; 1021 724 465 ; 598 344 461 ; 
390 1023 375 ; 66 459 49 ; 143 141 258 ; 4 419 391 ; 830 338 33 ; 
701 377 48 ; 222 795 81 ; 183 664 48 ; 908 393 38 ; 228 558 347 ; 
227 105 293 ; 687 86 123 ; 828 608 14 ; 223 16 321 ; 561 669 493 ; 
939 961 467 ; 710 63 132 ; 350 823 71 ; 743 922 222 ; 277 1017 462 ; 
382 687 343 ; 468 746 98 ; 53 872 165 ; 69 117 497 ; 738 390 184 ; 
676 469 238 ; 739 226 461 ; 538 205 467 ; 436 367 193 ; 430 414 308 ; 
93 689 125 ; 839 167 19 ; 688 333 391 ; 805 302 0 ; 172 495 237 ; 
641 225 340 ; 867 894 152 ; 48 225 311 ; 416 930 13 ; 830 330 150 ; 
495 7 216 ; 662 66 61 ; 995 593 456 ; 274 150 416 ; 769 799 114 ; 
994 139 394 ; 864 155 75 ; 65 910 439 ; 995 156 407 ; 301 862 55 ; 
308 974 493 ; 374 155 416 ; 967 175 275 ; 93 884 382 ; 893 350 236 ; 
8 1012 21 ; 164 267 179 ; 50 390 23 ; 206 562 316 ; 44 125 455 ; 
1018 519 100 ; 149 383 228 ; 325 910 358 ; 185 385 86 ; 535 133 59 ; 
523 651 220 ; 790 114 57 ; 157 442 425 ; 719 834 283 ; 844 174 350 ; 
339 838 422 ; 723 787 69 ; 609 85 54 ; 994 351 131 ; 104 711 420 ; 
755 939 35 ; 869 152 222 ; 287 553 409 ; 98 1005 386 ; 272 639 209 ; 
86 317 489 ; 873 1014 17 ; 959 837 264 ; 286 984 153 ; 997 293 420 ; 
913 136 448 ; 41 503 463 ; 595 636 496 ; 576 926 368 ; 191 911 302 ; 
508 716 50 ; 499 861 416 ; 312 705 130 ; 272 135 253 ; 565 559 19 ; 
702 63 341 ; 181 322 290 ; 817 426 219 ; 719 818 110 ; 606 284 394 ; 
298 22 273 ; 136 871 22 ; 841 545 209 ; 976 154 241 ; 511 49 249 ; 
574 942 155 ; 896 700 345 ; 299 500 246 ; 93 894 415 ; 378 841 238 ; 
400 978 480 ; 247 600 278 ; 792 721 150 ; 946 130 64 ; 996 836 24 ; 
914 59 100 ; 591 1008 442 ; 67 90 367 ; 961 1013 370 ; 778 607 171 ; 
733 807 73 ; 309 281 126 ; 7 916 393 ; 137 344 210 ; 973 748 328 ; 
8 640 120 ; 1016 83 279 ; 82 422 242 ; 71 36 81 ; 678 767 258 ; 
461 853 169 ; 743 315 438 ; 635 24 383 ; 979 526 66 ; 703 951 80 ; 
320 323 173 ; 403 610 2 ; 825 464 114 ; 861 385 53 ; 604 244 436 ; 
433 881 3 ; 748 203 232 ; 773 858 255 ; 275 497 74 ; 202 273 253 ; 
526 1022 317 ; 112 756 217 ; 577 483 100 ; 962 292 129 ; 182 172 82 ; 
39 731 278 ; 242 728 144 ; 77 443 304 ; 574 794 5 ; 847 75 309 ; 
845 60 43 ; 578 365 181 ; 37 49 2 ; 329 558 99 ; 501 904 53 ; 
209 831 476 ; 937 167 387 ; 356 251 78 ; 126 85 227 ; 202 194 309 ; 
262 505 200 ; 628 319 425 ; 677 245 191 ; 212 748 112 ; 92 165 241 ; 
923 789 15 ; 66 429 288 ; 318 311 441 ; 403 270 433 ; 597 803 340 ; 
78 135 266 ; 397 312 176 ; 642 44 140 ; 366 836 462 ; 532 934 418 ; 
297 509 294 ; 726 293 18 ; 13 1014 436 ; 283 43 2 ; 62 223 277 ; 
197 605 366 ; 510 226 17 ; 554 474 58 ; 366 376 345 ; 276 490 475 ; 
785 697 3 ; 54 803 405 ; 44 975 271 ; 88 442 125 ; 311 311 100 ; 
917 778 303 ; 119 299 284 ; 593 217 470 ; 970 778 256 ; 436 682 403 ; 
109 93 3 ; 912 826 73 ; 864 238 103 ; 282 687 184 ; 593 395 100 ; 
347 166 395 ; 646 135 484 ; 864 613 43 ; 618 622 417 ; 276 997 67 ; 
370 624 263 ; 172 13 301 ; 410 481 49 ; 73 993 93 ; 469 569 139 ; 
635 456 113 ; 770 237 84 ; 360 136 219 ; 982 629 427 ; 955 44 405 ; 
555 920 278 ; 569 881 104 ; 26 730 436 ; 1019 420 47 ; 564 391 264 ; 
1020 956 189 ; 233 845 125 ; 370 356 355 ; 999 731 203 ; 20 700 425 ; 
940 946 424 ; 797 538 204 ; 503 303 41 ; 923 478 187 ; 291 726 178 ; 
223 420 262 ; 44 749 38 ; 400 824 140 ; 107 236 462 ; 808 629 273 ; 
730 954 141 ; 245 810 33 ; 548 211 250 ; 2 662 342 ; 728 84 253 ; 
124 70 272 ; 873 52 364 ; 674 268 464 ; 910 854 441 ; 515 392 72 ; 
445 973 412 ; 231 447 443 ; 442 717 416 ; 80 467 472 ; 164 117 306 ; 
234 57 386 ; 287 221 255 ; 555 430 36 ; 386 15 86 ; 778 731 312 ; 
727 208 288 ; 150 415 289 ; 868 867 21 ; 311 843 227 ; 428 821 244 ; 
486 503 248 ; 707 310 207 ; 113 991 10 ; 128 297 445 ; 860 514 179 ; 
44 222 133 ; 459 375 5 ; 302 760 327 ; 121 564 499 ; 942 448 419 ; 
421 496 135 ; 732 779 125 ; 699 325 253 ; 996 427 482 ; 486 914 255 ; 
708 132 347 ; 60 77 319 ; 820 172 114 ; 360 112 0 ; 808 363 301 ; 
281 18 323 ; 36 160 452 ; 362 1009 296 ; 789 947 243 ; 679 1014 380 ; 
811 917 166 ; 888 864 95 ; 37 246 251 ; 149 954 359 ; 512 759 148 ; 
530 482 360 ; 690 627 245 ; 675 479 214 ; 599 7 424 ; 589 531 321 ; 
483 517 436 ; 323 188 256 ; 570 943 432 ; 500 471 497 ; 236 359 450 ; 
718 31 210 ; 321 1009 265 ; 801 999 443 ; 808 327 147 ; 315 444 358 ; 
832 216 35 ; 1021 800 26 ; 940 225 150 ; 387 710 372 ; 746 321 192 ; 
778 443 264 ; 763 72 411 ; 738 392 436 ; 41 363 137 ; 485 933 461 ; 
701 44 436 ; 478 663 433 ; 703 581 342 ; 389 45 118 ; 710 9 122 ; 
130 210 0 ; 202 105 318 ; 594 321 321 ; 957 315 223 ; 866 92 448 ; 
911 185 21 ; 550 86 175 ; 107 1008 369 ; 152 822 36 ; 161 0 173 ; 
371 949 84 ; 476 627 478 ; 798 45 120 ; 89 200 455 ; 181 397 332 ; 
366 54 407 ; 452 413 418 ; 436 226 244 ; 235 742 183 ; 235 624 459 ; 
160 192 116 ; 788 914 68 ; 833 814 224 ; 9 285 374 ; 406 714 155 ; 
461 985 381 ; 874 119 339 ; 77 827 464 ; 819 618 448 ; 419 561 59 ; 
611 665 271 ; 501 117 435 ; 292 46 371 ; 577 772 252 ; 267 564 154 ; 
228 537 24 ; 347 876 237 ; 150 644 320 ; 768 849 289 ; 305 264 384 ; 
971 939 428 ; 64 751 59 ; 110 326 405 ; 883 735 437 ; 423 129 314 ; 
960 953 166 ; 812 191 102 ; 433 303 394 ; 258 492 284 ; 522 476 457 ; 
438 880 222 ; 165 872 49 ; 491 341 154 ; 202 102 112 ; 331 440 299 ; 
261 22 370 ; 452 857 206 ; 755 1015 499 ; 223 299 64 ; 699 352 350 ; 
556 711 416 ; 404 1016 238 ; 745 362 399 ; 847 843 475 ; 263 158 365 ; 
286 921 225 ; 119 595 430 ; 110 58 70 ; 409 978 465 ; 762 108 256 ; 
449 785 327 ; 441 875 311 ; 804 107 415 ; 623 854 248 ; 781 779 247 ; 
678 12 227 ; 250 530 57 ; 308 476 488 ; 263 153 470 ; 371 53 83 ; 
132 653 341 ; 1008 784 466 ; 91 296 8 ; 945 552 472 ; 700 632 175 ; 
713 975 416 ; 219 580 215 ; 696 304 333 ; 849 138 65 ; 903 381 32 ; 
532 363 84 ; 292 793 284 ; 588 641 224 ; 117 269 303 ; 749 520 52 ; 
700 529 281 ; 256 192 418 ; 560 105 245 ; 698 326 129 ; 55 811 239 ; 
418 643 330 ; 188 607 230 ; 829 556 102 ; 75 595 363 ; 595 556 260 ; 
100 193 393 ; 292 543 489 ; 397 88 253 ; 724 330 229 ; 511 397 183 ; 
130 343 254 ; 737 821 433 ; 269 567 185 ; 865 902 370 ; 397 330 313 ; 
590 507 337 ; 109 360 209 ; 197 469 146 ; 527 114 183 ; 924 457 35 ; 
243 856 438 ; 40 649 124 ; 608 630 230 ; 486 416 479 ; 817 278 176 ; 
300 735 225 ; 661 268 259 ; 106 94 344 ; 221 318 78 ; 678 241 441 ; 
510 676 174 ; 135 216 457 ; 765 494 22 ; 158 18 322 ; 436 406 424 ; 
147 168 385 ; 415 519 6 ; 510 980 219 ; 828 614 333 ; 45 775 78 ; 
721 837 489 ; 938 119 319 ; 408 465 3 ; 426 395 76 ; 833 811 262 ; 
1001 1021 22 ; 496 507 45 ; 452 654 189 ; 42 907 155 ; 818 358 275 ; 
631 487 436 ; 750 102 78 ; 191 877 472 ; 586 370 404 ; 374 20 151 ; 
371 107 92 ; 878 340 453 ; 508 989 197 ; 391 100 318 ; 749 39 392 ; 
212 24 66 ; 315 730 162 ; 168 326 136 ; 538 330 216 ; 559 761 222 ; 
666 1001 80 ; 1006 194 175 ; 972 908 217 ; 48 26 425 ; 88 210 485 ; 
112 189 474 ; 842 799 87 ; 144 111 142 ; 474 639 142 ; 212 730 369 ; 
189 170 232 ; 384 1006 458 ; 268 671 240 ; 294 845 268 ; 504 386 401 ; 
693 676 265 ; 468 155 297 ; 580 973 75 ; 195 936 423 ; 925 413 245 ; 
72 449 45 ; 54 127 415 ; 725 811 159 ; 546 420 327 ; 932 77 385 ; 
585 846 225 ; 740 703 119 ; 690 378 227 ; 602 197 39 ; 1015 490 419 ; 
440 996 144 ; 567 667 240 ; 354 722 290 ; 774 21 160 ; 851 638 478 ; 
673 735 379 ; 352 502 392 ; 730 738 252 ; 927 529 454 ; 394 516 140 ; 
366 405 31 ; 9 365 211 ; 731 380 138 ; 752 96 53 ; 366 358 75 ; 
77 529 459 ; 580 261 468 ; 294 734 253 ; 823 872 35 ; 316 589 91 ; 
721 296 17 ; 62 444 7 ; 442 134 180 ; 538 179 47 ; 897 999 83 ; 
402 622 25 ; 664 918 98 ; 374 543 126 ; 222 899 188 ; 811 134 472 ; 
84 787 396 ; 528 782 309 ; 662 786 303 ; 842 497 466 ; 817 960 12 ; 
415 765 421 ; 309 647 220 ; 853 86 4 ; 728 842 26 ; 862 374 240 ; 
625 222 492 ; 383 791 312 ; 145 399 116 ; 642 449 338 ; 578 13 384 ; 
319 475 181 ; 966 315 188 ; 28 819 22 ; 871 673 139 ; 221 749 75 ; 
444 613 421 ; 211 561 250 ; 610 13 365 ; 35 128 298 ; 49 60 448 ; 
524 810 250 ; 839 950 25 ; 634 376 75 ; 283 655 28 ; 8 638 275 ; 
622 459 436 ; 159 905 408 ; 173 710 56 ; 301 660 478 ; 361 228 346 ; 
147 374 171 ; 74 839 227 ; 450 223 234 ; 82 659 48 ; 720 942 343 ; 
156 422 63 ; 37 347 201 ; 748 483 421 ; 384 205 338 ; 613 987 143 ; 
987 794 368 ; 803 101 400 ; 2 247 74 ; 661 3 116 ; 579 42 18 ; 
1001 90 151 ; 324 759 139 ; 807 564 84 ; 1013 542 0 ; 976 821 37 ; 
747 438 494 ; 848 202 121 ; 72 40 296 ; 75 328 390 ; 118 699 487 ; 
208 766 362 ; 967 989 100 ; 508 225 312 ; 26 210 408 ; 848 579 365 ; 
262 537 29 ; 464 458 276 ; 504 159 333 ; 832 885 433 ; 507 225 328 ; 
249 143 362 ; 214 39 98 ; 440 260 90 ; 650 264 462 ; 205 257 200 ; 
742 202 300 ; 176 895 130 ; 335 388 90 ; 197 977 458 ; 422 617 147 ; 
565 376 230 ; 605 342 8 ; 865 252 118 ; 105 670 350 ; 362 91 204 ; 
564 359 217 ; 435 890 235 ; 823 860 232 ; 776 311 355 ; 370 594 144 ; 
746 360 290 ; 64 376 156 ; 317 607 193 ; 987 253 66 ; 54 550 35 ; 
414 27 113 ; 280 247 181 ; 116 643 17 ; 427 350 452 ; 1021 255 273 ; 
358 581 159 ; 734 449 473 ; 317 922 313 ; 571 212 270 ; 97 631 10 ; 
124 388 380 ; 371 710 182 ; 1014 443 398 ; 341 999 471 ; 596 284 358 ; 
153 963 60 ; 603 340 158 ; 501 806 308 ; 714 564 334 ; 321 286 437 ; 
710 63 322 ; 396 253 58 ; 839 724 234 ; 814 287 80 ; 75 277 305 ; 
14 265 405 ; 355 611 467 ; 137 668 202 ; 701 18 451 ; 988 963 337 ; 
27 981 191 ; 280 99 477 ; 1004 613 81 ; 267 94 316 ; 545 939 134 ; 
810 333 13 ; 398 904 112 ; 42 30 403 ; 60 681 52 ; 1023 1023 477 ; 
980 662 245 ; 55 1011 32 ; 669 732 373 ; 763 268 17 ; 678 618 289 ; 
1011 20 46 ; 891 460 404 ; 921 231 318 ; 579 139 152 ; 578 748 388 ; 
216 298 167 ; 203 898 163 ; 935 755 435 ; 179 593 216 ; 797 698 87 ; 
817 324 57 ; 253 760 33 ; 484 571 480 ; 623 423 454 ; 348 336 405 ; 
646 247 23 ; 520 115 499 ; 252 38 162 ; 845 630 93 ; 519 961 108 ; 
843 946 193 ; 579 919 215 ; 126 760 284 ; 550 498 9 ; 886 815 440 ; 
109 686 408 ; 224 773 306 ; 262 39 371 ; 892 240 123 ; 829 620 284 ; 
752 773 439 ; 647 720 42 ; 383 921 293 ; 881 582 364 ; 672 866 406 ; 
334 475 160 ; 83 729 293 ; 122 480 174 ; 362 483 384 ; 982 307 493 ; 
732 650 86 ; 428 812 74 ; 325 530 194 ; 907 374 73 ; 750 768 19 ; 
201 0 287 ; 930 365 402 ; 387 955 361 ; 870 784 180 ; 154 481 450 ; 
804 1007 133 ; 593 238 421 ; 99 116 29 ; 473 377 95 ; 217 496 330 ; 
217 264 176 ; 582 366 189 ; 514 551 232 ; 274 859 175 ; 755 506 141 ; 
738 111 267 ; 976 448 344 ; 68 189 61 ; 446 256 416 ; 942 207 421 ; 
182 907 334 ; 548 785 315 ; 76 569 157 ; 935 740 239 ; 417 757 445 ; 
528 929 268 ; 976 881 295 ; 142 402 451 ; 398 22 136 ; 605 115 70 ; 
489 425 476 ; 250 952 143 ; 819 13 323 ; 535 613 379 ; 268 462 343 ; 
173 43 312 ; 30 362 125 ; 432 633 349 ; 454 973 219 ; 569 735 126 ; 
994 416 307 ; 922 279 384 ; 936 690 102 ; 525 154 193 ; 987 553 480 ; 
6 345 457 ; 368 666 390 ; 1002 940 329 ; 951 331 129 ; 663 121 116 ; 
55 517 5 ; 334 377 188 ; 0 488 274 ; 154 393 478 ; 707 834 187 ; 
29 519 347 ; 695 377 77 ; 611 266 174 ; 943 588 440 ; 40 340 363 ; 
557 661 14 ; 935 953 369 ; 399 120 275 ; 792 222 56 ; 602 850 442 ; 
97 417 278 ; 475 1014 227 ; 741 956 62 ; 305 876 190 ; 645 724 125 ; 
283 210 49 ; 212 776 419 ; 332 651 470 ; 555 527 157 ; 381 558 173 ; 
798 272 0 ; 788 15 93 ; 721 453 48 ; 573 479 342 ; 273 424 103 ; 
484 410 153 ; 236 953 496 ; 887 383 320 ; 391 212 401 ; 949 833 420 ; 
197 9 65 ; 212 307 183 ; 665 55 203 ; 121 545 300 ; 545 317 470 ; 
955 734 223 ; 884 410 75 ; 243 298 247 ; 455 519 367 ; 265 271 490 ; 
274 404 263 ; 581 311 112 ; 637 1007 468 ; 158 375 393 ; 475 317 430 ; 
185 533 204 ; 595 208 115 ; 894 120 84 ; 389 919 431 ; 661 61 167 ; 
41 152 316 ; 353 440 26 ; 336 940 96 ; 711 57 425 ; 5 320 151 ; 
538 104 83 ; 746 843 224 ; 866 419 72 ; 761 239 446 ; 822 514 99 ; 
974 30 304 ; 390 844 126 ; 306 192 247 ; 364 177 223 ; 684 321 206 ; 
788 940 19 ; 607 720 181 ; 3 72 472 ; 242 318 138 ; 756 954 252 ; 
786 202 450 ; 606 516 201 ; 799 159 115 ; 976 138 14 ; 273 829 142 ; 
189 500 282 ; 910 710 490 ; 982 642 29 ; 277 416 484 ; 207 952 342 ; 
409 263 270 ; 926 548 232 ; 61 199 311 ; 200 157 102 ; 5 479 30 ; 
505 461 248 ; 191 207 189 ; 833 561 283 ; 226 917 250 ; 154 492 239 ; 
417 822 498 ; 965 915 35 ; 141 590 273 ; 298 40 163 ; 778 466 427 ; 
215 142 476 ; 423 8 329 ; 984 783 317 ; 877 493 466 ; 345 480 64 ; 
144 674 215 ; 35 254 368 ; 625 759 78 ; 665 302 459 ; 107 45 25 ; 
250 817 419 ; 258 47 275 ; 17 492 434 ; 511 746 426 ; 991 203 235 ; 
642 838 57 ; 896 866 13 ; 631 836 336 ; 934 947 189 ; 979 333 26 ; 
773 496 25 ; 820 875 435 ; 288 653 1 ; 10 391 303 ; 213 1007 146 ; 
27 944 417 ; 894 1 319 ; 706 117 35 ; 630 858 339 ; 963 216 97 ; 
435 705 236 ; 287 421 233 ; 940 394 417 ; 308 385 309 ; 291 887 24 ; 
211 333 329 ; 212 420 89 ; 329 380 375 ; 163 971 265 ; 379 448 71 ; 
60 904 170 ; 481 86 130 ; 876 87 77 ; 237 377 297 ; 101 677 365 ; 
434 166 220 ; 854 707 215 ; 210 94 67 ; 157 188 464 ; 605 911 243 ; 
486 550 282 ; 572 624 459 ; 659 985 208 ; 12 238 32 ; 689 824 86 ; 
856 676 15 ; 539 740 89 ; 634 1015 127 ; 822 596 18 ; 709 339 451 ; 
235 462 25 ; 859 645 475 ; 820 285 387 ; 35 802 30 ; 859 532 11 ; 
511 363 408 ; 227 628 52 ; 219 723 32 ; 815 5 74 ; 130 469 296 ; 
592 514 269 ; 213 21 17 ; 499 100 168 ; 277 838 5 ; 809 565 176 ; 
148 982 195 ; 776 206 486 ; 475 994 414 ; 481 368 101 ; 950 564 308 ; 
440 446 482 ; 461 563 259 ; 561 515 244 ; 375 264 203 ; 941 48 464 ; 
899 691 317 ; 81 822 129 ; 52 156 285 ; 420 733 469 ; 985 77 198 ; 
407 575 276 ; 970 642 228 ; 461 923 29 ; 726 678 122 ; 774 711 333 ; 
442 528 230 ; 240 494 369 ; 396 211 155 ; 105 404 323 ; 182 54 299 ; 
757 654 28 ; 376 670 131 ; 275 123 477 ; 953 137 383 ; 640 527 57 ; 
145 833 175 ; 639 1015 433 ; 850 254 169 ; 231 569 297 ; 285 280 270 ; 
940 977 248 ; 586 32 214 ; 710 58 278 ; 847 545 389 ; 350 734 46 ; 
160 673 271 ; 151 31 28 ; 405 652 447 ; 974 646 369 ; 230 744 60 ; 
183 1 422 ; 216 15 82 ; 274 405 268 ; 819 46 362 ; 529 640 486 ; 
178 851 324 ; 209 183 108 ; 862 154 207 ; 484 976 128 ; 204 1004 194 ; 
205 294 57 ; 220 524 244 ; 625 317 92 ; 671 819 374 ; 288 121 29 ; 
115 798 262 ; 299 610 101 ; 453 574 182 ; 405 942 176 ; 386 237 232 ; 
680 786 121 ; 181 494 90 ; 498 419 207 ; 293 617 100 ; 415 611 160 ; 
189 109 432 ; 799 810 187 ; 349 697 158 ; 268 421 292 ; 505 630 105 ; 
267 19 363 ; 761 637 488 ; 156 452 413 ; 774 893 407 ; 361 981 332 ; 
470 333 379 ; 257 824 168 ; 954 591 364 ; 351 811 321 ; 981 412 373 ; 
1000 400 214 ; 614 44 401 ; 42 893 383 ; 935 192 251 ; 892 808 381 ; 
201 816 154 ; 2 1012 481 ; 593 984 314 ; 380 282 40 ; 792 871 335 ; 
168 942 433 ; 212 255 101 ; 81 330 487 ; 273 562 446 ; 58 543 77 ; 
874 886 394 ; 862 675 475 ; 823 721 213 ; 81 697 266 ; 952 0 426 ; 
870 285 151 ; 102 547 155 ; 432 398 428 ; 994 292 437 ; 514 98 387 ; 
376 796 313 ; 27 671 95 ; 748 549 105 ; 421 1019 356 ; 421 846 225 ; 
707 441 382 ; 230 204 392 ; 628 180 10 ; 921 238 119 ; 1019 569 321 ; 
791 958 499 ; 438 173 307 ; 987 250 78 ; 983 127 478 ; 805 84 47 ; 
222 994 121 ; 426 727 484 ; 607 561 90 ; 845 828 426 ; 390 42 87 ; 
324 793 206 ; 497 897 121 ; 747 3 216 ; 874 882 499 ; 959 133 90 ; 
929 830 119 ; 632 186 237 ; 170 796 100 ; 998 1011 339 ; 16 98 188 ; 
810 205 238 ; 683 78 302 ; 686 390 327 ; 544 666 270 ; 678 900 137 ; 
484 916 356 ; 671 129 457 ; 443 793 38 ; 430 16 108 ; 529 84 286 ; 
734 542 99 ; 812 300 193 ; 179 555 376 ; 845 534 430 ; 721 363 483 ; 
613 127 81 ; 743 820 197 ; 512 98 316 ; 529 570 232 ; 613 1017 166 ; 
132 456 411 ; 432 705 25 ; 988 613 130 ; 498 183 441 ; 861 298 310 ; 
988 67 327 ; 784 321 317 ; 883 221 16 ; 429 565 376 ; 422 316 237 ; 
878 595 139 ; 559 585 171 ; 148 363 487 ; 332 320 415 ; 630 98 429 ; 
698 597 462 ; 1019 686 74 ; 216 494 75 ; 782 815 150 ; 74 640 259 ; 
669 55 338 ; 230 626 188 ; 593 606 4 ; 913 549 160 ; 1011 991 440 ; 
585 245 31 ; 247 488 309 ; 742 491 28 ; 533 353 152 ; 149 644 266 ; 
205 334 36 ; 831 903 78 ; 413 1007 64 ; 963 235 478 ; 930 820 259 ; 
151 1011 71 ; 639 876 388 ; 106 736 379 ; 459 812 61 ; 80 647 162 ; 
414 555 68 ; 293 109 269 ; 276 918 140 ; 512 272 318 ; 308 539 421 ; 
295 794 231 ; 147 610 358 ; 883 674 82 ; 671 455 476 ; 294 770 192 ; 
850 210 192 ; 959 879 462 ; 853 331 44 ; 101 197 292 ; 641 2 368 ; 
411 737 64 ; 1022 600 411 ; 672 78 218 ; 103 686 217 ; 873 730 61 ; 
59 854 15 ; 938 369 117 ; 246 177 1 ; 443 261 174 ; 446 858 172 ; 
159 738 401 ; 759 914 136 ; 837 212 414 ; 500 394 318 ; 206 223 262 ; 
37 346 407 ; 406 296 323 ; 583 181 129 ; 844 919 115 ; 678 735 303 ; 
393 168 465 ; 283 13 480 ; 495 879 60 ; 889 370 285 ; 88 988 133 ; 
435 431 148 ; 731 958 21 ; 912 376 215 ; 807 39 274 ; 519 146 194 ; 
687 699 141 ; 700 388 30 ; 556 836 273 ; 926 73 88 ; 890 835 250 ; 
297 779 466 ; 232 760 253 ; 608 123 432 ; 647 69 300 ; 794 859 88 ; 
469 280 467 ; 857 94 486 ; 669 191 487 ; 743 784 383 ; 554 218 493 ; 
309 764 283 ; 45 722 160 ; 168 386 152 ; 237 963 36 ; 72 299 132 ; 
353 154 242 ; 447 696 183 ; 639 915 289 ; 399 666 414 ; 617 319 197 ; 
357 862 123 ; 55 679 340 ; 442 727 221 ; 381 360 277 ; 680 640 190 ; 
834 690 99 ; 506 185 200 ; 398 538 23 ; 40 537 138 ; 360 254 189 ; 
198 526 426 ; 877 82 316 ; 581 708 111 ; 941 477 449 ; 557 484 278 ; 
223 563 390 ; 408 995 400 ; 947 850 499 ; 460 321 321 ; 714 190 453 ; 
216 677 185 ; 299 497 4 ; 1007 372 69 ; 460 690 34 ; 944 364 435 ; 
483 719 108 ; 454 883 443 ; 281 530 476 ; 602 575 199 ; 792 661 175 ; 
445 82 101 ; 942 726 454 ; 291 200 277 ; 981 254 440 ; 321 226 72 ; 
16 754 217 ; 900 482 120 ; 406 618 39 ; 982 677 496 ; 619 172 278 ; 
701 381 278 ; 404 807 276 ; 604 508 86 ; 858 192 469 ; 60 337 430 ; 
815 402 396 ; 273 950 256 ; 891 929 264 ; 544 165 419 ; 716 3 245 ; 
73 634 492 ; 881 686 401 ; 365 656 125 ; 558 918 289 ; 895 112 224 ; 
273 652 68 ; 199 185 431 ; 105 617 256 ; 270 432 371 ; 274 205 475 ; 
908 597 95 ; 570 667 481 ; 202 116 438 ; 96 170 95 ; 209 58 393 ; 
861 6 404 ; 22 770 197 ; 640 782 41 ; 48 662 30 ; 254 61 456 ; 
851 177 302 ; 494 366 346 ; 611 412 216 ; 781 823 499 ; 839 769 15 ; 
845 585 48 ; 591 675 494 ; 350 964 460 ; 1012 334 416 ; 49 998 429 ; 
226 913 447 ; 592 711 110 ; 1004 56 173 ; 804 627 112 ; 549 270 217 ; 
110 123 212 ; 785 837 369 ; 725 549 473 ; 35 902 427 ; 10 279 307 ; 
923 934 440 ; 610 392 423 ; 666 345 235 ; 269 909 372 ; 540 206 224 ; 
663 342 241 ; 476 300 475 ; 1 849 477 ; 903 724 138 ; 158 587 490 ; 
68 499 136 ; 461 638 435 ; 806 346 29 ; 692 34 192 ; 898 526 217 ; 
217 543 177 ; 517 670 268 ; 342 559 336 ; 42 150 194 ; 629 800 109 ; 
104 436 12 ; 743 995 348 ; 65 116 433 ; 99 928 88 ; 625 986 128 ; 
144 559 66 ; 814 796 23 ; 350 484 16 ; 500 174 18 ; 276 768 308 ; 
712 496 397 ; 683 292 374 ; 799 550 365 ; 704 590 254 ; 666 298 117 ; 
201 904 178 ; 997 704 178 ; 458 1020 444 ; 632 655 306 ; 376 331 402 ; 
872 637 74 ; 141 23 458 ; 691 152 489 ; 257 346 49 ; 555 639 181 ; 
435 533 103 ; 115 571 140 ; 112 399 118 ; 767 578 168 ; 74 232 188 ; 
711 163 289 ; 734 805 481 ; 886 83 466 ; 208 160 177 ; 847 941 54 ; 
356 340 373 ; 927 964 405 ; 303 538 320 ; 881 570 340 ; 89 211 279 ; 
252 228 2 ; 34 93 53 ; 117 100 12 ; 277 797 390 ; 194 728 443 ; 
534 189 342 ; 474 86 267 ; 1013 99 42 ; 559 223 169 ; 770 91 454 ; 
998 33 300 ; 68 686 484 ; 168 26 262 ; 965 253 179 ; 669 688 284 ; 
859 946 258 ; 945 537 56 ; 20 32 319 ; 244 853 368 ; 335 508 19 ; 
368 252 314 ; 30 248 40 ; 57 279 32 ; 310 426 460 ; 998 851 2 ; 
920 445 211 ; 434 574 166 ; 466 153 272 ; 295 745 348 ; 803 872 88 ; 
31 746 123 ; 280 595 455 ; 559 511 342 ; 985 596 295 ; 812 622 353 ; 
234 293 15 ; 808 824 419 ; 961 252 37 ; 682 724 411 ; 530 417 415 ; 
253 444 150 ; 848 840 122 ; 335 242 314 ; 931 725 489 ; 529 494 326 ; 
823 237 463 ; 623 900 9 ; 875 974 317 ; 575 489 410 ; 992 300 8 ; 
413 915 130 ; 229 537 91 ; 471 439 431 ; 172 900 387 ; 666 298 270 ; 
903 509 232 ; 779 954 335 ; 729 159 302 ; 195 325 201 ; 495 149 84 ; 
386 504 189 ; 923 87 194 ; 338 519 203 ; 214 262 262 ; 513 936 166 ; 
1022 92 120 ; 953 71 139 ; 88 673 494 ; 414 102 224 ; 563 107 91 ; 
43 80 362 ; 131 466 337 ; 650 57 192 ; 912 119 391 ; 824 353 273 ; 
